,external_gene_name,gene_biotype,kME.set1.ME,kME.set2.ME,kME.set3ME,p.kME.set1.ME,p.kME.set2.ME,p.kME.set3ME,Module
13277,EVL,protein_coding,0.968660079417508,0.945573871317379,0.9587138183439781,4.24133233871243e-11,3.2615752121178497e-09,3.7283345513336796e-10,darkorange
5251,QRICH2,protein_coding,0.9684267068634151,0.964473217977295,0.901819179663662,4.49737169621319e-11,1.14138041898283e-10,3.17800676193506e-07,darkorange
8974,ZNF75A,protein_coding,0.9650858792317809,0.960383603443854,0.9535107052257891,9.950210169343091e-11,2.69383545094501e-10,9.47854772707599e-10,darkorange
12435,GPR173,protein_coding,0.96295789162514,0.970017610866918,0.945155146147358,1.58661177777871e-10,2.9888674257311e-11,3.4631890335122994e-09,darkorange
9023,SLC25A34,protein_coding,0.9602775007057109,0.9572564285301851,0.9750008811789129,2.75117425471384e-10,4.8982383569927e-10,7.09225441430041e-12,darkorange
2707,CYTH2,protein_coding,0.9573178264038008,0.94062431282836,0.9685123425559059,4.84317449635626e-10,6.44154169461095e-09,4.4018958972419505e-11,darkorange
20660,AF235103.3,lncRNA,0.9555847735129301,0.944927322167744,0.954847023049351,6.62260365828051e-10,3.5773692157767995e-09,7.53788267325666e-10,darkorange
4291,SUPT7L,protein_coding,0.9536745745175141,0.9886336443038539,0.9762239997159091,9.21932608612583e-10,1.35180803653552e-14,4.766135613370821e-12,darkorange
5342,IQCN,protein_coding,0.9527779746771559,0.9397609731427091,0.9313413239631909,1.07168116830114e-09,7.210218302397969e-09,1.9989577808957903e-08,darkorange
3225,TECTA,protein_coding,0.952611111138165,0.953693475279806,0.9441481051395171,1.10177017611469e-09,9.189827989180939e-10,3.99300807879826e-09,darkorange
8449,FBRS,protein_coding,0.950729884531578,0.934805340438896,0.9659346732413431,1.4953892748844198e-09,1.3358222787261102e-08,8.19383379306527e-11,darkorange
6383,PARP6,protein_coding,0.9487095800085279,0.962915605927023,0.9192530591253739,2.04921958500126e-09,1.60094559239439e-10,7.03721178912259e-08,darkorange
16785,AP001992.1,transcribed_processed_pseudogene,0.9459320813222121,0.8154403802938679,0.872581171162282,3.09727707120654e-09,3.72541557752026e-05,2.32486266197013e-06,darkorange
18149,ZNF710-AS1,lncRNA,0.943217443096509,0.9348304460337891,0.9094486502002521,4.54390549924887e-09,1.33181943497227e-08,1.7053881002957197e-07,darkorange
14583,LINC00680,transcribed_unprocessed_pseudogene,0.9422171450438229,0.97454149046151,0.977686059417212,5.20855994857131e-09,8.19262919387149e-12,2.88177793371556e-12,darkorange
3456,STK38,protein_coding,0.942155060746826,0.9665901969568349,0.947749385460418,5.25245977418395e-09,7.02871830720934e-11,2.3697590509967303e-09,darkorange
3206,HGFAC,protein_coding,0.941282634164433,0.9356741325966992,0.976207129406673,5.90424924664921e-09,1.20321590646195e-08,4.79300341620431e-12,darkorange
4887,GPCPD1,protein_coding,0.938504188614031,0.970654990141516,0.954961752970361,8.47125200070104e-09,2.52186968184946e-11,7.38869992745189e-10,darkorange
6195,VPS45,protein_coding,0.9372412928438709,0.959790676154484,0.982959969924323,9.927143648995841e-09,3.02810549149263e-10,3.38841835665581e-13,darkorange
14845,LINC02593,lncRNA,0.934779418421535,0.94632028100669,0.8676697991304541,1.33996624827542e-08,2.92739325186597e-09,3.09594276151157e-06,darkorange
16203,NPIPB2,protein_coding,0.9346494194040319,0.838098005329782,0.948213446041073,1.36091704026586e-08,1.40939927441022e-05,2.2097835799408202e-09,darkorange
5423,PPIL4,protein_coding,0.933280112039082,0.9165264353402559,0.9186064753103821,1.59947316286939e-08,9.09853643154367e-08,7.485266028858299e-08,darkorange
14723,FAM228B,protein_coding,0.932389994028239,0.883562641280745,0.980507605162575,1.77331379124405e-08,1.1718767323152e-06,9.85864523339303e-13,darkorange
13105,ZNF548,protein_coding,0.9307389369842359,0.9587650261385059,0.9512605499849209,2.1395177070568503e-08,3.69209860831287e-10,1.37360644146124e-09,darkorange
6240,USP20,protein_coding,0.9245752821393008,0.959855110987975,0.91827076251668,4.14887209294526e-08,2.99011197025357e-10,7.72749465694278e-08,darkorange
12207,TTC3,protein_coding,0.9234415749515341,0.967746247637933,0.8510171228091891,4.65782790929134e-08,5.3224318580273096e-11,7.56384969486814e-06,darkorange
20462,BX255925.3,protein_coding,0.9648897937920891,0.9443350651087241,0.959349527512937,1.03997192799838e-10,3.88963683660812e-09,3.29970805995499e-10,tan
16109,RPS28,protein_coding,0.9636775203508929,0.8687967429329291,0.860835167302495,1.35924009817703e-10,2.90193207788571e-06,4.52878131758788e-06,tan
7160,C1orf35,protein_coding,0.9607816289439659,0.800903735352643,0.87763134642561,2.4879081217882006e-10,6.50555775048545e-05,1.71032991990273e-06,tan
7674,PAXX,protein_coding,0.957913180304859,0.9109350943042379,0.8769210214743249,4.3365604649705804e-10,1.50107254910503e-07,1.78722463741191e-06,tan
7448,FAM193B,protein_coding,0.9501502573765992,0.9545343865443521,0.9819178020909691,1.6390401192025198e-09,7.957786674695219e-10,5.430321882450631e-13,tan
7447,HIGD2A,protein_coding,0.947634003079607,0.9480754664257459,0.939660470972832,2.41106357517904e-09,2.25633715382907e-09,7.30467556187601e-09,tan
9525,TRA2A,protein_coding,0.942683960263769,0.8613682847724929,0.8762844983886451,4.88856132887793e-09,4.39956434906112e-06,1.85864047669372e-06,tan
14545,ZSWIM7,protein_coding,0.9415407119811792,0.8712281849858171,0.870583218138249,5.70450047064405e-09,2.5186398261093e-06,2.6157992024552e-06,tan
20424,AC256236.2,protein_coding,0.937589935723827,0.921519070830073,0.9824448428042991,9.505017012340491e-09,5.645077496596611e-08,4.2930995892290504e-13,tan
3386,CHD4,protein_coding,0.9330432483495329,0.9580393331565741,0.963750110630917,1.64422200345846e-08,4.23534723836643e-10,1.3379667189060602e-10,tan
8884,PPP1R16A,protein_coding,0.9326539284954691,0.8526674147465692,0.8842821986399129,1.7201355920801e-08,6.95689699160725e-06,1.11780271264411e-06,tan
8451,PHKG2,protein_coding,0.931989179349885,0.913659888339711,0.946255163476903,1.8567989981935902e-08,1.1810497959837101e-07,2.9553110942772102e-09,tan
14216,PRR22,protein_coding,0.925983241714791,0.9158772911044342,0.840123600961457,3.58445682513961e-08,9.66001112505144e-08,1.2829804938722698e-05,tan
18039,AC005726.1,protein_coding,0.924016473120136,0.83809072158324,0.8824724171110692,4.39336109505239e-08,1.40987240587081e-05,1.2580985488369e-06,tan
13646,ZNF334,protein_coding,0.9225775359414008,0.861396269516102,0.8678086946589059,5.0812434208905196e-08,4.39286981585483e-06,3.07144433341499e-06,tan
10973,RPL38,protein_coding,0.9219503271925451,0.885462207620007,0.8410203997100172,5.40913081343166e-08,1.03377793069732e-06,1.23019011035315e-05,tan
20400,AC241640.1,protein_coding,0.9164983825813499,0.8520729347292851,0.8375837821004259,9.12220266883454e-08,7.1705353186253405e-06,1.4431374185529998e-05,tan
2462,ELOB,protein_coding,0.9108548289832591,0.95104196592473,0.898344066115135,1.51153710096185e-07,1.42268159683298e-09,4.1505736964070795e-07,tan
2671,POLR2I,protein_coding,0.9050934203449922,0.8314512219468159,0.8238118237782259,2.44860032469769e-07,1.90192308836725e-05,2.64302767910792e-05,tan
5492,NDUFA2,protein_coding,0.902567736859818,0.935853910876722,0.8497979538916459,2.9965216549727804e-07,1.17725160682678e-08,8.04089920399854e-06,tan
6153,DDX56,protein_coding,0.8997240312891859,0.8132402852629829,0.919363727332945,3.73736892728109e-07,4.06566441707359e-05,6.962900525151111e-08,tan
19851,AP001505.1,lncRNA,0.892671879054413,0.8509943780478799,0.846059195780619,6.291419957729689e-07,7.5725221272576296e-06,9.66813208585041e-06,tan
5142,PRKRIP1,protein_coding,0.891348801467906,0.947304414612193,0.8883894713875401,6.90949742929152e-07,2.53251719212055e-09,8.48447098641178e-07,tan
8009,SMPD4BP,transcribed_processed_pseudogene,0.890058927022458,0.836301112716806,0.899954553053097,7.561810671336792e-07,1.53031930670578e-05,3.6719303531313203e-07,tan
19543,LINC02604,lncRNA,0.888127903529853,0.9284467191118909,0.9176457828754679,8.637485771746971e-07,2.7558147976713597e-08,8.19656923849421e-08,tan
2107,PABPN1,protein_coding,0.883649990254623,0.9047584279341021,0.9162867248763951,1.16519462191426e-06,2.5158737221923297e-07,9.30248912323783e-08,tan
13610,ZNF335,protein_coding,0.883044477974391,0.818488609225743,0.8998938554860009,1.21219888243523e-06,3.2942917573971696e-05,3.6890639056973206e-07,tan
8297,GTF3C6,protein_coding,0.8820038415144129,0.854504018075353,0.865689848443178,1.2968032241790198e-06,6.33099678225487e-06,3.4638797824101098e-06,tan
11686,SH2B1,protein_coding,0.8811964394577231,0.825965951263268,0.8855355739181049,1.36590487301888e-06,2.4126548540357897e-05,1.02873866450203e-06,tan
12911,SIRT7,protein_coding,0.8758632432438891,0.9144947400249681,0.8660846659919971,1.9072432465881698e-06,1.09566834261271e-07,3.38765281087046e-06,tan
9541,KCNK5,protein_coding,0.9814217857694191,0.96827142582223,0.9268095696427471,6.73243685838766e-13,4.675107594577279e-11,3.28525021005669e-08,steelblue
8124,RASSF3,protein_coding,0.9757620059433392,0.981549323605751,0.9661687235020929,5.55135477272075e-12,6.37400695505376e-13,7.75987018817044e-11,steelblue
13197,SH2D5,protein_coding,0.9631063591710558,0.9539271495593609,0.9494989830645458,1.53716647072544e-10,8.83186357369308e-10,1.8146328392395299e-09,steelblue
11994,PPA1,protein_coding,0.9618482024291279,0.9101566843571021,0.854807333523502,2.00217621199719e-10,1.60525217483456e-07,6.23242662647911e-06,steelblue
11274,CTBP2,protein_coding,0.956057788896983,0.872235687467667,0.8250223279657359,6.08807323650484e-10,2.37308062567723e-06,2.5113663965471103e-05,steelblue
4141,MREG,protein_coding,0.95285103160868,0.9592446010873941,0.973428118695704,1.05873419010144e-09,3.3673460099668e-10,1.14978694883011e-11,steelblue
2658,TIMM50,protein_coding,0.951313936511735,0.9448597660310429,0.9386007428490458,1.3618466798208001e-09,3.61184964642374e-09,8.3680077670542e-09,steelblue
672,PHF21B,protein_coding,0.949085573226983,0.9436895321198331,0.946924976348188,1.93439078050693e-09,4.256727114088829e-09,2.67889734716557e-09,steelblue
8813,PCNT,protein_coding,0.949032350071028,0.9749731448150691,0.8584798811808101,1.95029708876519e-09,7.154826069427781e-12,5.13943441457808e-06,steelblue
671,NPFFR2,protein_coding,0.945389032500025,0.915790484465552,0.872578334112879,3.3492792490727504e-09,9.73732155540694e-08,2.3252551594452e-06,steelblue
3990,RGS2,protein_coding,0.94322707766875,0.9297443971331429,0.9076129465989642,4.53788052650758e-09,2.3903808652983197e-08,1.99056352883205e-07,steelblue
5163,CHN1,protein_coding,0.9416432979411401,0.9854332515146971,0.9401689146234109,5.626746849778989e-09,9.7386492281827e-14,6.8376201657382e-09,steelblue
6145,RAPGEF5,protein_coding,0.935877755278032,0.937510572448771,0.876817494197806,1.17384471686176e-08,9.599711538640881e-09,1.7986765354230702e-06,steelblue
4625,ARHGAP9,protein_coding,0.9353494186560459,0.9304349547755699,0.8553538908470759,1.2513741884118702e-08,2.21364766742382e-08,6.05813032808799e-06,steelblue
17594,AC008429.2,processed_pseudogene,0.9339139137584409,0.927591043653753,0.9005790083354149,1.4848926238582098e-08,3.02246074024053e-08,3.4996137715802497e-07,steelblue
10290,POLR3D,protein_coding,0.929478212020488,0.9559764250758159,0.8159838743764419,2.46170254711144e-08,6.17724913357163e-10,3.64520626589524e-05,steelblue
12835,FOXI2,protein_coding,0.927143619193922,0.89889932351807,0.8633006937285671,3.1705897520410495e-08,3.9798014705821205e-07,3.95736080114558e-06,steelblue
5488,ACLY,protein_coding,0.9230164020691891,0.9873483867603199,0.8834617199643271,4.8621913218809004e-08,3.17224826149149e-14,1.1796382139845199e-06,steelblue
2007,SAMM50,protein_coding,0.9217269670851551,0.935667132941011,0.9472907370352759,5.530244373163941e-08,1.20423680003506e-08,2.5376702879609396e-09,steelblue
6538,PDE5A,protein_coding,0.919518722515405,0.9137647608906401,0.9307342187034839,6.85996790057764e-08,1.1700176652871802e-07,2.14065164991234e-08,steelblue
7948,TEX9,protein_coding,0.9184746474434421,0.927730901908866,0.930396913267257,7.579588334509259e-08,2.97740682537575e-08,2.22307961559718e-08,steelblue
5779,EIF2S1,protein_coding,0.917046917141172,0.83902464262436,0.9109476644351129,8.66898271342721e-08,1.3503045887102099e-05,1.49943941550049e-07,steelblue
6387,TUBGCP4,protein_coding,0.910781432330092,0.9562511297931909,0.972649801791794,1.52116134859681e-07,5.88065050234441e-10,1.4449718461295599e-11,steelblue
528,CNTLN,protein_coding,0.909118743622169,0.8849260953467241,0.8474192609812479,1.75386213692659e-07,1.07125186608475e-06,9.046285755079829e-06,steelblue
7102,MRPL9,protein_coding,0.908011827747407,0.88772633288788,0.8941830100349409,1.92532075722594e-07,8.87703200302421e-07,5.644408092532289e-07,steelblue
9652,MID1IP1,protein_coding,0.9074553662574201,0.942291080311447,0.973411531755322,2.01686004491597e-07,5.15669652633742e-09,1.15548106604866e-11,steelblue
6717,ZSCAN29,protein_coding,0.9020826321351829,0.8514327189981741,0.8053362045766479,3.11307967265365e-07,7.4068782494358005e-06,5.51531892521937e-05,steelblue
5649,TOE1,protein_coding,0.901427555672766,0.949998855141328,0.9252242844331171,3.27668325567386e-07,1.6784830800612197e-09,3.87980430807378e-08,steelblue
7720,ITPRIP,protein_coding,0.8948989771365279,0.8781192885626601,0.8691573113036708,5.3584805253415e-07,1.6591748508727e-06,2.8421086966123198e-06,steelblue
15985,SEC1P,transcribed_unitary_pseudogene,0.89464490485735,0.874634884287151,0.800111655058717,5.45848036039756e-07,2.05526510861679e-06,6.697532781610739e-05,steelblue
2288,PLP2,protein_coding,0.974918324366483,0.943271944744698,0.956826266731669,7.27991607191172e-12,4.50991429012807e-09,5.29954590154817e-10,plum1
7661,GBGT1,protein_coding,0.971946013637221,0.937712225371167,0.9326909827510591,1.76673071907835e-11,9.360691688138079e-09,1.71278175291282e-08,plum1
1989,TSPO,protein_coding,0.965595253204672,0.899074909770136,0.964262130787533,8.86070886855203e-11,3.92707816517047e-07,1.19597815806535e-10,plum1
5600,ITGB4,protein_coding,0.9580038582458399,0.9389740252719859,0.8939465591941931,4.2635989165318197e-10,7.97906990713656e-09,5.741684841936019e-07,plum1
8502,IL34,protein_coding,0.9526036600379192,0.945316569920443,0.9108174890895558,1.10313073764485e-09,3.38421721335549e-09,1.5164267459867e-07,plum1
13219,S100A4,protein_coding,0.949488029151478,0.8920180819030401,0.9564777248755459,1.8177207946572698e-09,6.59059695524863e-07,5.64540486457654e-10,plum1
2455,PIEZO1,protein_coding,0.945514615217624,0.894747829074575,0.8138812749294392,3.2894715289105603e-09,5.417778182671871e-07,3.9639078851642e-05,plum1
6318,TPMT,protein_coding,0.945402557259609,0.915305552363928,0.8138130998739749,3.3427931043941496e-09,1.0179138406347901e-07,3.97462644077848e-05,plum1
6518,HERC6,protein_coding,0.942524948648597,0.965516136721317,0.9534665536805279,4.99558771555534e-09,9.0227812030044e-11,9.549465538946652e-10,plum1
230,CD4,protein_coding,0.9401059192515441,0.850828295807252,0.880339544460402,6.8940415365220295e-09,7.63610706009617e-06,1.44268987396826e-06,plum1
8839,MPZL3,protein_coding,0.9389144184798549,0.964879849019404,0.91353557566551,8.04010219139228e-09,1.04229807616025e-10,1.19424347607894e-07,plum1
5913,ADAMTS8,protein_coding,0.937549551350808,0.957103895951739,0.8721774063626891,9.55310088955895e-09,5.03740050549652e-10,2.38129894598725e-06,plum1
5506,NINJ1,protein_coding,0.9340192932134491,0.9161384099783729,0.94060102291627,1.4665498683700501e-08,9.43065236643581e-08,6.46130298506777e-09,plum1
17106,H2AJ,protein_coding,0.9334276583060791,0.869065232155784,0.8232744757709201,1.5721359897817798e-08,2.85728416272385e-06,2.7033338471552103e-05,plum1
5380,YIPF2,protein_coding,0.927513538822396,0.9359287224223009,0.8851108551120742,3.04768183501651e-08,1.16659121941521e-08,1.0582071865650499e-06,plum1
2791,STEAP1B,protein_coding,0.925179049183022,0.844485439089542,0.895827237548397,3.89805472927423e-08,1.0433058031535401e-05,5.006449033761029e-07,plum1
8709,ADIPOR1,protein_coding,0.924256316052532,0.840505294228275,0.821921772941443,4.28693753955867e-08,1.26027974324032e-05,2.8603699292573e-05,plum1
11743,RPP25,protein_coding,0.9235017605420871,0.9474722736267249,0.8827779211295541,4.62950956541222e-08,2.47001254866101e-09,1.23340338985968e-06,plum1
2734,JAK3,protein_coding,0.921081068810667,0.9321380746264809,0.8555237184164151,5.89379300215518e-08,1.82539612780918e-08,6.0048316768891896e-06,plum1
5604,TRIM47,protein_coding,0.9177773236518321,0.922465527424407,0.9328287749346771,8.095844581606151e-08,5.138501498193661e-08,1.68567416710332e-08,plum1
11584,ERICH5,protein_coding,0.9157622468138571,0.9442825664682809,0.861525456617158,9.762585361316609e-08,3.91842600852627e-09,4.36207887116924e-06,plum1
5692,CCNA1,protein_coding,0.9146924632627359,0.838609654358798,0.9178278454523822,1.07624835060323e-07,1.3765021051265399e-05,8.05744450331268e-08,plum1
16680,TNFSF12,protein_coding,0.909578555240015,0.962542669426276,0.8226641401437309,1.68662138044245e-07,1.7323273030073898e-10,2.7732519860984303e-05,plum1
4067,ARTN,protein_coding,0.898003535663438,0.9024023861351791,0.9147610291104241,4.25840641866769e-07,3.03581992901629e-07,1.06958389988286e-07,plum1
5155,IRF5,protein_coding,0.8965072809568649,0.883204968158381,0.8980230063605159,4.76139576797914e-07,1.19958407946955e-06,4.2521762403537395e-07,plum1
13199,ZFP92,protein_coding,0.8947250033106451,0.821395047311188,0.8593843795090699,5.4267821234619e-07,2.92358858674194e-05,4.8970561050567804e-06,plum1
12959,RTL4,protein_coding,0.891635577052385,0.811917150149793,0.8046130532447959,6.77126044135588e-07,4.2827657085729904e-05,5.66751071668697e-05,plum1
16512,B3GNT9,protein_coding,0.8867132692176491,0.93839179414435,0.925023771395372,9.50696697027651e-07,8.59282596331185e-09,3.9612699525152e-08,plum1
4653,RAB9A,protein_coding,0.8663794736042141,0.9108206645667499,0.946530885906162,3.33167911635149e-06,1.51601038663568e-07,2.8386644027543997e-09,plum1
8242,PDLIM3,protein_coding,0.8659080737757321,0.8622018477242841,0.925207315711167,3.42156710381782e-06,4.20387301407792e-06,3.88664173425928e-08,plum1
2557,ESRP1,protein_coding,0.998660781286901,0.9981748771719592,0.999003856874437,5.180130331907599e-22,6.15472197791267e-21,4.8592172514951895e-23,brown
3414,PHC1,protein_coding,0.9986289235281199,0.998332094091091,0.9971172416228029,6.25142422580375e-22,2.99541234327643e-21,2.37633250879903e-19,brown
5307,ATP8B3,protein_coding,0.998417902442565,0.9876446629343091,0.968604826742649,1.9636601815284198e-21,2.6268729702239898e-14,4.30077394723411e-11,brown
1265,ADCY2,protein_coding,0.99837688262152,0.9976589122665199,0.998290600115318,2.40959589711607e-21,4.5031399090633396e-20,3.6456711922106394e-21,brown
6928,PLPP2,protein_coding,0.9982909263933779,0.9975996987325491,0.998173408947439,3.6401117296520395e-21,5.49819168836066e-20,6.194414814122789e-21,brown
1857,KCNK6,protein_coding,0.9982062294574571,0.994703070350752,0.998555069073141,5.3585730685800896e-21,3.0645558011579497e-17,9.50960314443157e-22,brown
9866,PLEKHF1,protein_coding,0.9982017104607591,0.983083636897268,0.985370622021597,5.46745086492927e-21,3.19785246171367e-13,1.00767273111136e-13,brown
4452,ECHDC2,protein_coding,0.9981347001384291,0.947467449414414,0.804595871506316,7.32498265365078e-21,2.47179000955699e-09,5.6711697164810304e-05,brown
12781,THBS2,protein_coding,0.998071502412042,0.994074118489646,0.997187451839432,9.560589714872499e-21,7.50491600526178e-17,1.9513536442258897e-19,brown
11883,PHC1P1,processed_pseudogene,0.997992390250614,0.9983749855622479,0.996289985132434,1.31843666311685e-20,2.4322041196877695e-21,1.78372217745437e-18,brown
8460,B3GNT7,protein_coding,0.997942412127229,0.97987573722286,0.996887977229517,1.6048130663497498e-20,1.26997371860565e-12,4.37999126792646e-19,brown
691,LAMC2,protein_coding,0.99788199280334,0.997653379623226,0.9963824019650359,2.0225304357284098e-20,4.5889058002975796e-20,1.4581746402053199e-18,brown
5635,RHBG,protein_coding,0.9978363365650981,0.97583880984279,0.9879074625668279,2.39845468630922e-20,5.41348561469558e-12,2.21359764063093e-14,brown
13493,OGDHL,protein_coding,0.99773782246876,0.9865136356974269,0.967791293516763,3.42368752713891e-20,5.2750314685862205e-14,5.2640024295149804e-11,brown
8083,SLC16A12,protein_coding,0.9975845057072601,0.9954159670281129,0.9800514459390931,5.78257692168909e-20,9.66319933023353e-18,1.18458341925475e-12,brown
3972,FBXO2,protein_coding,0.997536683001259,0.9899113242679921,0.976200191840724,6.763492981898019e-20,5.22820194414148e-15,4.804090536529219e-12,brown
12588,TNFAIP2,protein_coding,0.9975026704259449,0.996732545872668,0.8819642197310941,7.54691558767409e-20,6.465421221271189e-19,1.30012254839801e-06,brown
2365,FLT1,protein_coding,0.9974511927930608,0.997948241595069,0.997057795811009,8.883597569763868e-20,1.56882669855945e-20,2.79732757505662e-19,brown
16640,LINC00707,lncRNA,0.9974396296067959,0.997603896911086,0.9883011171458149,9.21085017024e-20,5.42180022692315e-20,1.70078255065596e-14,brown
2412,HAS3,protein_coding,0.997428188130875,0.9889375533555579,0.9980900875991892,9.54498917242957e-20,1.0893492012579901e-14,8.84839701231244e-21,brown
4799,RAB17,protein_coding,0.997398623207165,0.997859423134246,0.9979195989435,1.04579840037009e-19,2.20136325333568e-20,1.75268146706167e-20,brown
3404,NANOG,protein_coding,0.997392540177885,0.996386970267727,0.996143253756137,1.0655029453248699e-19,1.44352906777767e-18,2.43159908096621e-18,brown
3356,SCNN1A,protein_coding,0.9973427932153391,0.997519772559037,0.9950706649547609,1.23922220437509e-19,7.14361115865419e-20,1.72575172203199e-17,brown
20296,AL353747.4,lncRNA,0.9973234315052621,0.996935721916216,0.996200418801996,1.3132489722626e-19,3.8709816132632896e-19,2.15817495198933e-18,brown
17654,AC064802.1,lncRNA,0.9973180677736071,0.9980072965092599,0.9963612756908259,1.33442850912068e-19,1.2421856638106498e-20,1.52760720600885e-18,brown
17443,LINC01950,lncRNA,0.9972735816590419,0.9887975695656981,0.981174073718651,1.5219230845407999e-19,1.20410856539303e-14,7.479182019060061e-13,brown
10975,OVOL1,protein_coding,0.997272561594404,0.995868209274973,0.985744081256379,1.5264795138694098e-19,4.2155839831331495e-18,8.20317385731199e-14,brown
8885,FOXH1,protein_coding,0.997254065610417,0.993324588767322,0.995579100342051,1.6111931166732598e-19,1.94147133509258e-16,7.23511040173768e-18,brown
20771,AC097520.2,lncRNA,0.9972403201825439,0.985565463557534,0.9951647418974109,1.67678482590408e-19,9.05732993538399e-14,1.4796407000473098e-17,brown
181,PLEKHG6,protein_coding,0.997239691070471,0.9933479028450529,0.9883758143812941,1.6798419694515197e-19,1.888021939546e-16,1.61620094479908e-14,brown
418,RABEP1,protein_coding,0.983049818289116,0.9771567410114409,0.9503197610089879,3.2490117930885e-13,3.4705073413345403e-12,1.59584028881457e-09,skyblue
9002,ZYG11B,protein_coding,0.9670520477923229,0.9564923360567379,0.8676196315783629,6.2971620871759e-11,5.630521178590701e-10,3.10483252995254e-06,skyblue
1748,TOX4,protein_coding,0.949013167583539,0.911885959461136,0.922795485192337,1.9560578025003198e-09,1.38179232396419e-07,4.9714122173514405e-08,skyblue
1913,MAPK1,protein_coding,0.9471995859934409,0.8866431045611121,0.845570203660287,2.57224534305825e-09,9.5519881274733e-07,9.900482882617349e-06,skyblue
9578,OXR1,protein_coding,0.943334806918563,0.9055180181405491,0.921230139420141,4.47098347402265e-09,2.3655715123550802e-07,5.8080997370855904e-08,skyblue
4574,KIAA1549,protein_coding,0.933285500436394,0.946862803543932,0.8033537128784101,1.5984675974497198e-08,2.7035706588186803e-09,5.9410775642156896e-05,skyblue
674,RC3H2,protein_coding,0.933016809470128,0.8478035416063491,0.954507766226832,1.64928366074705e-08,8.87692499797358e-06,7.99446300065364e-10,skyblue
3684,PRKAR2A,protein_coding,0.930361986208021,0.935416513078056,0.959873566348408,2.23177005537862e-08,1.24128855184616e-08,2.9793066828774e-10,skyblue
13073,RTL6,protein_coding,0.929047888397672,0.9527599340424999,0.9630112067047679,2.5809101549826098e-08,1.0748994160341098e-09,1.56869872354274e-10,skyblue
4490,PIK3CA,protein_coding,0.927786995058183,0.9386013463207059,0.9205975955635209,2.9595013297218103e-08,8.36736593492473e-09,6.1793022256926e-08,skyblue
12174,TRAPPC6B,protein_coding,0.908289079263417,0.8998895726598041,0.873134366379617,1.88106944944094e-07,3.6902754552147706e-07,2.24941052075773e-06,skyblue
12924,TET3,protein_coding,0.9031953631818509,0.8909698224337881,0.9475677909787281,2.85132979289115e-07,7.09591101039405e-07,2.4350476976153697e-09,skyblue
11144,UBXN2A,protein_coding,0.8975844968288199,0.906264554788298,0.8672779732542328,4.39441360286294e-07,2.22548126882485e-07,3.16596069563977e-06,skyblue
3992,RO60,protein_coding,0.8949822673016159,0.849643640661812,0.8551326399034509,5.32604464039974e-07,8.103080224921831e-06,6.12817622247461e-06,skyblue
9412,WDR82,protein_coding,0.8947125830053191,0.8387835931332549,0.8124485795197309,5.43168691102802e-07,1.3654691851341601e-05,4.1944110506105796e-05,skyblue
351,SPAST,protein_coding,0.8936471994486921,0.897411650930116,0.8602668435278821,5.8669158830446e-07,4.45159742280254e-07,4.67010784371808e-06,skyblue
4701,VAPB,protein_coding,0.893467079403228,0.8783215014885409,0.855736490447276,5.943395765151921e-07,1.6383646107734199e-06,5.93862361692993e-06,skyblue
10456,MMGT1,protein_coding,0.891827717219604,0.9059453916838441,0.922445805407494,6.679982411409921e-07,2.2844694363287e-07,5.1486409571130894e-08,skyblue
1072,FBXW11,protein_coding,0.8861052747967499,0.804598497020499,0.873733129154829,9.90323462385357e-07,5.670610460524461e-05,2.17012723968034e-06,skyblue
1703,OSBPL8,protein_coding,0.882322040352534,0.876828792583045,0.83550055494367,1.2704098002127898e-06,1.79742367626143e-06,1.58698430647663e-05,skyblue
6139,SCRN1,protein_coding,0.8756937467380491,0.9146114390091179,0.8527421008736809,1.9271055186144297e-06,1.0841700490088301e-07,6.930447139485159e-06,skyblue
5460,RLIM,protein_coding,0.8743253223174681,0.8904260070711179,0.8143654902564891,2.09409122733671e-06,7.370979319613609e-07,3.88848516676534e-05,skyblue
1463,RAB10,protein_coding,0.873685512645246,0.928287607237512,0.911071215042862,2.1763429513196604e-06,2.8037923146347998e-08,1.48346914739256e-07,skyblue
8007,FAM168B,protein_coding,0.860025636328483,0.8482194301097299,0.869224462015197,4.73122447289553e-06,8.69670283437604e-06,2.8310854129273998e-06,skyblue
7600,GOLGA7,protein_coding,0.8526901153375129,0.814582367810777,0.8711650299509929,6.94884850735748e-06,3.85510228947539e-05,2.52801444877043e-06,skyblue
3932,CEP104,protein_coding,0.8516606509302349,0.9283937927417621,0.8247586022395949,7.321980298783321e-06,2.77169418967319e-08,2.5395631187336603e-05,skyblue
6178,DCAF7,protein_coding,0.8465872986773599,0.820970765900672,0.885668691067198,9.422459987661619e-06,2.97537479573648e-05,1.01964938579074e-06,skyblue
8510,RNF111,protein_coding,0.835421681208452,0.8009386156179941,0.8553681426074341,1.59266298472377e-05,6.49721254945434e-05,6.05364200998239e-06,skyblue
8283,APOOL,protein_coding,0.834836256402774,0.9000369223092571,0.94644508221634,1.63535768672306e-05,3.6487893512369796e-07,2.8745274897055e-09,skyblue
5357,ATXN10,protein_coding,0.8312898545386759,0.8352267870686599,0.9223184238603119,1.91550630773114e-05,1.60676936760552e-05,5.2145488827027404e-08,skyblue
870,FGFR2,protein_coding,0.9977903554237059,0.9877585119410149,0.962883674829574,2.83746863614274e-20,2.44022910044348e-14,1.6118440863095302e-10,greenyellow
